match_id,event_id,team_1,team_2,best_of,_map,1_t1
2339402,4901,G2,Natus Vincere,5.0,Nuke,4350.0
2339402,4901,G2,Natus Vincere,5.0,Dust2,3900.0
2339402,4901,G2,Natus Vincere,5.0,Mirage,4150.0
2339401,4901,Natus Vincere,Astralis,3.0,Dust2,4150.0
2339401,4901,Natus Vincere,Astralis,3.0,Nuke,4200.0
2339400,4901,fnatic,G2,3.0,Inferno,4550.0
2339400,4901,fnatic,G2,3.0,Dust2,4450.0
2339400,4901,fnatic,G2,3.0,Train,4550.0
2339873,5234,Wings,Global,3.0,Dust2,4250.0
2339873,5234,Wings,Global,3.0,Train,4250.0
2339873,5234,Wings,Global,3.0,Inferno,4250.0
2339872,5234,Global,Umumba,1.0,Inferno,4200.0
2339867,5234,Wings,Global,1.0,Train,4250.0
2339871,5216,Paradox,Skyfire,3.0,Default,4000.0
2339868,5216,Lucid,Skyfire,3.0,Inferno,4150.0
2339868,5216,Lucid,Skyfire,3.0,Vertigo,4300.0
2339748,5152,Incept,Rooster,1.0,Overpass,4000.0
2339866,5234,LevelZero,Umumba,1.0,Nuke,4350.0
2339865,5216,Paradox,Lucid,3.0,Mirage,4300.0
2339865,5216,Paradox,Lucid,3.0,Train,4150.0
2339865,5216,Paradox,Lucid,3.0,Inferno,4250.0
2339830,5234,Global,Umumba,1.0,Inferno,4100.0
2339829,5234,Wings,LevelZero,1.0,Overpass,4200.0
2339856,5233,9z,Rysix,3.0,Inferno,4450.0
2339856,5233,9z,Rysix,3.0,Overpass,4150.0
2339856,5233,9z,Rysix,3.0,Dust2,4100.0
2339855,5233,Sinisters,Duck Nutz,3.0,Dust2,4250.0
2339855,5233,Sinisters,Duck Nutz,3.0,Nuke,4350.0
2339855,5233,Sinisters,Duck Nutz,3.0,Mirage,4250.0
2339854,5232,HAVU,SJ,3.0,Train,4000.0
2339854,5232,HAVU,SJ,3.0,Dust2,4150.0
2339854,5232,HAVU,SJ,3.0,Nuke,4350.0
2339837,5235,forZe,Spirit,3.0,Mirage,4200.0
2339837,5235,forZe,Spirit,3.0,Inferno,4200.0
2339837,5235,forZe,Spirit,3.0,Nuke,4350.0
2339853,5232,hREDS,KOVA,3.0,Train,4400.0
2339853,5232,hREDS,KOVA,3.0,Nuke,4250.0
2339853,5232,hREDS,KOVA,3.0,Dust2,4300.0
2339859,5215,madlikewizards,Eimi Fukada FC,3.0,Default,4300.0
2339858,5215,Eimi Fukada FC,MC,3.0,Dust2,4100.0
2339858,5215,Eimi Fukada FC,MC,3.0,Nuke,4200.0
2339857,5215,Eimi Fukada FC,madlikewizards,3.0,Overpass,3600.0
2339857,5215,Eimi Fukada FC,madlikewizards,3.0,Inferno,3900.0
2339852,5233,9z,Nocturns,3.0,Dust2,4200.0
2339852,5233,9z,Nocturns,3.0,Mirage,4250.0
2339851,5233,FREEROX,Sinisters,3.0,Mirage,4300.0
2339851,5233,FREEROX,Sinisters,3.0,Nuke,4450.0
2339399,4901,Natus Vincere,Liquid,3.0,Dust2,3550.0
2339399,4901,Natus Vincere,Liquid,3.0,Mirage,4200.0
2339784,5232,SJ,KOVA,3.0,Vertigo,4100.0
2339784,5232,SJ,KOVA,3.0,Train,4200.0
2339850,5150,Demolition Crew,Sprout,1.0,Nuke,4250.0
2339398,4901,fnatic,100 Thieves,3.0,Inferno,4400.0
2339398,4901,fnatic,100 Thieves,3.0,Mirage,4100.0
2339849,5150,Singularity,Sprout,1.0,Dust2,4250.0
2339783,5232,HAVU,hREDS,3.0,Overpass,4450.0
2339783,5232,HAVU,hREDS,3.0,Train,4150.0
2339818,5151,Swole Identity,Under 21,1.0,Nuke,4350.0
2339822,5151,Chaos,Divine,1.0,Overpass,4050.0
2339844,5151,Asuna's Anime Aimers,Oceanus,1.0,Nuke,4100.0
2339820,5151,LiViD,Monstars,1.0,Overpass,4300.0
2339826,5151,Swole Identity,Rugratz,1.0,Vertigo,4100.0
2339846,5233,Duck Nutz,Nocturns,1.0,Overpass,4250.0
2339819,5151,Oceanus,Infinity,1.0,Train,4250.0
2339848,5233,Sinisters,LND,1.0,Dust2,4150.0
2339845,5233,9z,Rejected,1.0,Inferno,4300.0
2339847,5233,FREEROX,Rysix,1.0,Overpass,4250.0
2339396,4901,100 Thieves,mousesports,3.0,Inferno,4050.0
2339396,4901,100 Thieves,mousesports,3.0,Dust2,4200.0
2339396,4901,100 Thieves,mousesports,3.0,Nuke,4350.0
2339843,5150,AGO,Sprout,1.0,Nuke,3550.0
2339842,5150,Demolition Crew,Japaleno,1.0,Dust2,3950.0
2339397,4901,Natus Vincere,FaZe,3.0,Nuke,4200.0
2339397,4901,Natus Vincere,FaZe,3.0,Dust2,3850.0
2339397,4901,Natus Vincere,FaZe,3.0,Inferno,4100.0
2339840,5150,AGO,Movistar Riders,1.0,Vertigo,4550.0
2339395,4901,G2,Liquid,3.0,Dust2,4450.0
2339395,4901,G2,Liquid,3.0,Vertigo,4300.0
2339841,5150,Japaleno,Singularity,1.0,Overpass,4350.0
2339796,5170,HellRaisers,Na`Vi Junior,3.0,Dust2,3950.0
2339796,5170,HellRaisers,Na`Vi Junior,3.0,Overpass,4350.0
2339394,4901,Astralis,fnatic,3.0,Overpass,4100.0
2339394,4901,Astralis,fnatic,3.0,Vertigo,4600.0
2339392,4901,100 Thieves,Evil Geniuses,3.0,Inferno,4150.0
2339392,4901,100 Thieves,Evil Geniuses,3.0,Nuke,4350.0
2339392,4901,100 Thieves,Evil Geniuses,3.0,Dust2,4000.0
2339393,4901,MAD Lions,mousesports,3.0,Train,4100.0
2339393,4901,MAD Lions,mousesports,3.0,Dust2,4200.0
2339839,5228,Corvidae,MC,3.0,Mirage,3950.0
2339839,5228,Corvidae,MC,3.0,Vertigo,4300.0
2339835,5152,AVANT,Chiefs,1.0,Inferno,4050.0
2339838,5228,Airborne,4 and a half men,3.0,Mirage,4300.0
2339838,5228,Airborne,4 and a half men,3.0,Overpass,4150.0
2339838,5228,Airborne,4 and a half men,3.0,Dust2,3550.0
2339834,5152,Ground Zero,PC419,1.0,Mirage,3750.0
2339833,5152,FURY,madlikewizards,1.0,Nuke,4250.0
2339831,5152,MC,Ground Zero,1.0,Mirage,4200.0
2339836,5152,Esper,ORDER,1.0,Inferno,4200.0
2339816,5151,Station7,Thunder Logic,1.0,Overpass,4200.0
2339817,5151,Oceanus,Divine,1.0,Dust2,4200.0
2339814,5151,Rugratz,Recon 5,1.0,Nuke,4200.0
2339768,5151,Mythic,Infinity,1.0,Dust2,4000.0
2339815,5151,Chaos,Under 21,1.0,Nuke,4300.0
2339813,5233,Rysix,LND,1.0,Vertigo,4250.0
2339766,5151,Mythic,Oceanus,1.0,Vertigo,4250.0
2339812,5233,Rejected,Nocturns,1.0,Mirage,4100.0
2339811,5233,9z,Duck Nutz,1.0,Inferno,4450.0
2339810,5233,FREEROX,Sinisters,1.0,Mirage,4300.0
2339385,4901,Liquid,Evil Geniuses,3.0,Overpass,4250.0
2339385,4901,Liquid,Evil Geniuses,3.0,Nuke,4250.0
2339385,4901,Liquid,Evil Geniuses,3.0,Inferno,4100.0
2339391,4901,Vitality,FaZe,3.0,Mirage,4300.0
2339391,4901,Vitality,FaZe,3.0,Nuke,4400.0
2339391,4901,Vitality,FaZe,3.0,Inferno,4400.0
2339795,5150,PACT,HAVU,1.0,Train,4300.0
2339384,4901,G2,mousesports,3.0,Dust2,4050.0
2339384,4901,G2,mousesports,3.0,Inferno,4300.0
2339384,4901,G2,mousesports,3.0,Nuke,4150.0
2339797,5150,HAVU,HellRaisers,1.0,Dust2,4550.0
2339792,5150,Movistar Riders,PACT,1.0,Nuke,4400.0
2339793,5150,Sprout,Japaleno,1.0,Train,4150.0
2339794,5150,Nordavind,Demolition Crew,1.0,Inferno,4100.0
2339791,5150,pro100,Nemiga,1.0,Vertigo,4300.0
2339390,4901,NiP,Natus Vincere,3.0,Mirage,4100.0
2339390,4901,NiP,Natus Vincere,3.0,Train,4300.0
2339389,4901,Virtus.pro,MAD Lions,3.0,Overpass,4300.0
2339389,4901,Virtus.pro,MAD Lions,3.0,Vertigo,4450.0
2339389,4901,Virtus.pro,MAD Lions,3.0,Dust2,4050.0
2339388,4901,100 Thieves,TYLOO,3.0,Inferno,4150.0
2339388,4901,100 Thieves,TYLOO,3.0,Vertigo,4100.0
2339828,5152,Chiefs,Airborne,1.0,Inferno,4350.0
2339789,5152,Incept,Formidable,1.0,Dust2,4250.0
2339788,5152,Paradox,Airborne,1.0,Dust2,3950.0
2339773,5152,ORDER,PC419,1.0,Dust2,3800.0
2339428,5152,AVANT,madlikewizards,1.0,Overpass,3500.0
2339712,5152,MC,PC419,1.0,Inferno,4350.0
2339555,5151,Swole Identity,LiViD,1.0,Mirage,4250.0
2339762,5151,Mythic,Thunder Logic,1.0,Dust2,2550.0
2339759,5151,Divine,New England Whalers,1.0,Mirage,4300.0
2339551,5151,eUnited,Infinity,1.0,Train,4300.0
2339760,5151,Bad News Bears,Recon 5,1.0,Nuke,4050.0
2339786,5151,Oceanus,Thunder Logic,1.0,Nuke,4200.0
2339761,5151,Station7,Swole Identity,1.0,Nuke,3900.0
2339785,5151,Chaos,Mythic,1.0,Dust2,4150.0
2339383,4901,Natus Vincere,fnatic,3.0,Dust2,2900.0
2339383,4901,Natus Vincere,fnatic,3.0,Inferno,4150.0
2339383,4901,Natus Vincere,fnatic,3.0,Mirage,4250.0
2339782,5150,Japaleno,pro100,1.0,Dust2,3950.0
2339781,5150,Sprout,HellRaisers,1.0,Dust2,3800.0
2339779,5150,Wisla Krakow,Demolition Crew,1.0,Inferno,4300.0
2339387,4901,Renegades,FaZe,3.0,Inferno,4150.0
2339387,4901,Renegades,FaZe,3.0,Mirage,4350.0
2339780,5150,pro100,Movistar Riders,1.0,Overpass,3850.0
2339777,5150,HellRaisers,AGO,1.0,Mirage,4250.0
2339382,4901,Vitality,Astralis,3.0,Overpass,4150.0
2339382,4901,Vitality,Astralis,3.0,Vertigo,4300.0
2339778,5150,PACT,Demolition Crew,1.0,Overpass,4150.0
2339386,4901,NiP,Cloud9,3.0,Overpass,4300.0
2339386,4901,NiP,Cloud9,3.0,Vertigo,4200.0
2339381,4901,MAD Lions,Evil Geniuses,3.0,Vertigo,4200.0
2339381,4901,MAD Lions,Evil Geniuses,3.0,Dust2,3800.0
2339381,4901,MAD Lions,Evil Geniuses,3.0,Nuke,4200.0
2339380,4901,Liquid,Virtus.pro,3.0,Vertigo,3700.0
2339380,4901,Liquid,Virtus.pro,3.0,Mirage,4150.0
2339774,5152,TRIDENT,Incept,1.0,Dust2,3450.0
2339772,5152,Skyfire,Paradox,1.0,Inferno,4350.0
2339770,5152,Formidable,Esper,1.0,Mirage,4350.0
2339771,5152,FURY,AVANT,1.0,Inferno,4250.0
2339549,5151,Big Frames,Monstars,1.0,Mirage,3450.0
2339758,5151,Monstars,Oceanus,1.0,Mirage,4250.0
2339378,4901,100 Thieves,G2,3.0,Mirage,3900.0
2339378,4901,100 Thieves,G2,3.0,Dust2,4050.0
2339375,4901,Natus Vincere,FaZe,3.0,Nuke,4300.0
2339375,4901,Natus Vincere,FaZe,3.0,Dust2,2900.0
2339375,4901,Natus Vincere,FaZe,3.0,Overpass,4150.0
2339503,4901,mousesports,TYLOO,3.0,Inferno,4200.0
2339503,4901,mousesports,TYLOO,3.0,Dust2,4050.0
2339753,5150,pro100,Nordavind,1.0,Dust2,4800.0
2339724,5150,pro100,BIG,1.0,Mirage,4100.0
2339376,4901,Renegades,fnatic,3.0,Dust2,4050.0
2339376,4901,Renegades,fnatic,3.0,Inferno,4350.0
2339373,4901,NiP,Vitality,3.0,Vertigo,4300.0
2339373,4901,NiP,Vitality,3.0,Nuke,4300.0
2339374,4901,Astralis,Cloud9,3.0,Overpass,4100.0
2339374,4901,Astralis,Cloud9,3.0,Train,4300.0
2339747,5152,ORDER,AVANT,1.0,Nuke,4200.0
2339069,5152,Esper,AVANT,1.0,Mirage,4100.0
2339439,5152,madlikewizards,ORDER,1.0,Nuke,4300.0
2339367,4869,Gen.G,FURIA,3.0,Nuke,4300.0
2339367,4869,Gen.G,FURIA,3.0,Inferno,4150.0
2339769,5231,TGS,RAIJIN,3.0,Nuke,4350.0
2339769,5231,TGS,RAIJIN,3.0,Dust2,4500.0
2339704,5151,Thunder Logic,Monstars,1.0,Train,4400.0
2339366,4869,FURIA,Complexity,3.0,Mirage,4400.0
2339366,4869,FURIA,Complexity,3.0,Overpass,2950.0
2339366,4869,FURIA,Complexity,3.0,Nuke,4450.0
2339744,5223,Copenhagen Flames,AGO,3.0,Train,4150.0
2339744,5223,Copenhagen Flames,AGO,3.0,Nuke,4250.0
2339744,5223,Copenhagen Flames,AGO,3.0,Vertigo,3750.0
2339365,4869,Gen.G,North,3.0,Dust2,3900.0
2339365,4869,Gen.G,North,3.0,Mirage,3800.0
2339743,5223,AGO,Gambit Youngsters,3.0,Train,4300.0
2339743,5223,AGO,Gambit Youngsters,3.0,Vertigo,4150.0
2339743,5223,AGO,Gambit Youngsters,3.0,Dust2,3750.0
2339745,5150,Wisla Krakow,BIG,1.0,Nuke,4450.0
2339752,5230,Titan,Medieval,3.0,Mirage,4250.0
2339752,5230,Titan,Medieval,3.0,Nuke,4300.0
2339752,5230,Titan,Medieval,3.0,Dust2,3750.0
2339751,5230,Medieval,Synergy,3.0,Mirage,4300.0
2339751,5230,Medieval,Synergy,3.0,Dust2,4100.0
2339751,5230,Medieval,Synergy,3.0,Train,3650.0
2339750,5230,Titan,Skinlordz,3.0,Inferno,4150.0
2339750,5230,Titan,Skinlordz,3.0,Dust2,4200.0
2339749,5229,HaBzz,Electrify,3.0,Dust2,4300.0
2339749,5229,HaBzz,Electrify,3.0,Overpass,3150.0
2339739,5191,Updraft,ikarus,3.0,Nuke,4250.0
2339739,5191,Updraft,ikarus,3.0,Mirage,3550.0
2339364,4869,Complexity,MIBR,3.0,Nuke,4200.0
2339364,4869,Complexity,MIBR,3.0,Dust2,3850.0
2339363,4869,North,Endpoint,3.0,Vertigo,4450.0
2339363,4869,North,Endpoint,3.0,Dust2,4150.0
2339362,4869,ENCE,MIBR,3.0,Nuke,4350.0
2339362,4869,ENCE,MIBR,3.0,Train,3650.0
2339362,4869,ENCE,MIBR,3.0,Overpass,4150.0
2339361,4869,Endpoint,forZe,3.0,Vertigo,4200.0
2339361,4869,Endpoint,forZe,3.0,Inferno,4350.0
2339361,4869,Endpoint,forZe,3.0,Train,4350.0
2339729,5223,AGO,Copenhagen Flames,3.0,Nuke,4400.0
2339729,5223,AGO,Copenhagen Flames,3.0,Mirage,4300.0
2339741,5224,LDLC,HAVU,3.0,Train,4250.0
2339741,5224,LDLC,HAVU,3.0,Dust2,4150.0
2339737,5223,Gambit Youngsters,Nemiga,3.0,Vertigo,4250.0
2339737,5223,Gambit Youngsters,Nemiga,3.0,Dust2,3350.0
2339742,5217,Assassins,Dignitas fe,3.0,Inferno,4400.0
2339742,5217,Assassins,Dignitas fe,3.0,Overpass,4150.0
2339742,5217,Assassins,Dignitas fe,3.0,Dust2,4000.0
2339735,5224,HAVU,FATE,3.0,Dust2,3400.0
2339735,5224,HAVU,FATE,3.0,Vertigo,4150.0
2339740,5217,INTZ fe,Dignitas fe,1.0,Inferno,4450.0
2339734,5224,SJ,LDLC,3.0,Train,4050.0
2339734,5224,SJ,LDLC,3.0,Inferno,4200.0
2339360,4869,Gen.G,Complexity,1.0,Inferno,4200.0
2339738,5222,UP,fakeDOSPRO,3.0,Dust2,3950.0
2339738,5222,UP,fakeDOSPRO,3.0,Overpass,4200.0
2339359,4869,FURIA,North,1.0,Overpass,3550.0
2339736,5217,Carnage fe,INTZ fe,3.0,Dust2,4350.0
2339736,5217,Carnage fe,INTZ fe,3.0,Overpass,4050.0
2339736,5217,Carnage fe,INTZ fe,3.0,Inferno,4300.0
2339732,5222,Neverest,fakeDOSPRO,3.0,Nuke,4350.0
2339732,5222,Neverest,fakeDOSPRO,3.0,Inferno,4250.0
2339732,5222,Neverest,fakeDOSPRO,3.0,Vertigo,4150.0
2339356,4869,MIBR,Complexity,1.0,Dust2,3950.0
2339357,4869,North,forZe,1.0,Nuke,4250.0
2339728,5223,Demolition Crew,Nemiga,3.0,Mirage,4300.0
2339728,5223,Demolition Crew,Nemiga,3.0,Inferno,4550.0
2339728,5223,Demolition Crew,Nemiga,3.0,Overpass,3700.0
2339358,4869,ENCE,Gen.G,1.0,Nuke,4300.0
2339730,5224,HAVU,KYNYNIEKAT,3.0,Nuke,4250.0
2339730,5224,HAVU,KYNYNIEKAT,3.0,Dust2,2850.0
2339727,5223,FATE,Gambit Youngsters,3.0,Dust2,4100.0
2339727,5223,FATE,Gambit Youngsters,3.0,Train,4200.0
2339727,5223,FATE,Gambit Youngsters,3.0,Overpass,4400.0
2339355,4869,FURIA,Endpoint,1.0,Inferno,4050.0
2339722,5150,GamerLegion,Unicorns of Love,1.0,Overpass,4150.0
2339720,5224,hREDS,SJ,3.0,Nuke,4350.0
2339720,5224,hREDS,SJ,3.0,Train,4100.0
2339733,5217,Dignitas fe,Assassins,3.0,Vertigo,4300.0
2339733,5217,Dignitas fe,Assassins,3.0,Overpass,4200.0
2339629,5150,Nemiga,GamerLegion,1.0,Inferno,4200.0
2339726,5224,KYNYNIEKAT,LDLC,1.0,Dust2,4200.0
2339716,5217,Assassins,INTZ fe,1.0,Inferno,4250.0
2339718,5224,FATE,SJ,1.0,Train,4250.0
2339715,5217,Dignitas fe,Carnage fe,1.0,Inferno,4350.0
2339556,5151,Station7,Oceanus,1.0,Nuke,3500.0
2339705,5151,Mythic,New England Whalers,1.0,Overpass,4100.0
2339554,5151,Swole Identity,Infinity,1.0,Train,4150.0
2339731,5222,Rysix,Neverest,3.0,Nuke,4250.0
2339731,5222,Rysix,Neverest,3.0,Inferno,4150.0
2339708,5222,Neverest,Rejected,3.0,Nuke,4250.0
2339708,5222,Neverest,Rejected,3.0,Inferno,3200.0
2339714,5225,AGF,Sigma,3.0,Train,4300.0
2339714,5225,AGF,Sigma,3.0,Inferno,4350.0
2339714,5225,AGF,Sigma,3.0,Overpass,4200.0
2339725,5224,HAVU,KOVA,3.0,Nuke,4450.0
2339725,5224,HAVU,KOVA,3.0,Vertigo,4150.0
2339725,5224,HAVU,KOVA,3.0,Train,4200.0
2339695,5223,FATE,Copenhagen Flames,3.0,Vertigo,4400.0
2339695,5223,FATE,Copenhagen Flames,3.0,Inferno,4200.0
2339679,5150,pro100,Unicorns of Love,1.0,Inferno,4250.0
2339685,5223,Nemiga,AGO,3.0,Mirage,4250.0
2339685,5223,Nemiga,AGO,3.0,Nuke,4300.0
2339662,5150,Nordavind,BIG,1.0,Inferno,4500.0
2339680,5150,PACT,Singularity,1.0,Nuke,4150.0
2339684,5224,KOVA,LDLC,1.0,Dust2,3900.0
2339676,5150,GamerLegion,Singularity,1.0,Nuke,4200.0
2339683,5224,HAVU,KYNYNIEKAT,1.0,Train,4500.0
2339674,5150,BIG,Spirit,1.0,Mirage,4300.0
2339673,5150,HellRaisers,Japaleno,1.0,Dust2,3600.0
2339671,5150,Spirit,GamerLegion,1.0,Mirage,4250.0
2339717,5224,REHTI,hREDS,3.0,Mirage,4200.0
2339717,5224,REHTI,hREDS,3.0,Nuke,4300.0
2339669,5150,HellRaisers,BIG,1.0,Mirage,4200.0
2339682,5224,SJ,hREDS,1.0,Inferno,4400.0
2339681,5224,FATE,REHTI,1.0,Overpass,2100.0
2339711,5152,Esper,TRIDENT,1.0,Mirage,4100.0
2339710,5152,Chiefs,ORDER,1.0,Train,4250.0
2339709,5152,PC419,Skyfire,1.0,Mirage,4200.0
2339658,5152,Formidable,Paradox,1.0,Dust2,4400.0
2339699,5151,Divine,Thunder Logic,1.0,Mirage,4300.0
2339656,5151,Big Frames,Mythic,1.0,Overpass,4500.0
2339146,5182,Isurus,RED Canids,2.0,Mirage,4300.0
2339146,5182,Isurus,RED Canids,2.0,Dust2,4150.0
2339698,5151,Station7,TeamOne,1.0,Mirage,4000.0
2339145,5182,DETONA,Alma,2.0,Inferno,4200.0
2339145,5182,DETONA,Alma,2.0,Train,4150.0
2339693,5225,Stepback,Sigma,3.0,Inferno,4100.0
2339693,5225,Stepback,Sigma,3.0,Train,4300.0
2339693,5225,Stepback,Sigma,3.0,Overpass,4300.0
2339694,5223,PACT,Demolition Crew,3.0,Dust2,4050.0
2339694,5223,PACT,Demolition Crew,3.0,Overpass,4150.0
2339686,5223,Hard Legion,Gambit Youngsters,3.0,Train,4250.0
2339686,5223,Hard Legion,Gambit Youngsters,3.0,Dust2,3950.0
2339668,5150,Nordavind,Unicorns of Love,1.0,Inferno,3950.0
2339667,5150,Singularity,Spirit,1.0,Vertigo,4250.0
2339692,5225,kinetic,AGF,3.0,Train,4300.0
2339692,5225,kinetic,AGF,3.0,Inferno,4250.0
2339692,5225,kinetic,AGF,3.0,Mirage,4000.0
2339666,5150,Japaleno,Movistar Riders,1.0,Inferno,3600.0
2339665,5150,Sprout,GamerLegion,1.0,Nuke,4250.0
2339664,5150,Demolition Crew,Nemiga,1.0,Inferno,4400.0
2339640,5150,Wisla Krakow,Spirit,1.0,Train,4300.0
2339661,5150,HAVU,pro100,1.0,Mirage,4200.0
2339663,5150,PACT,HellRaisers,1.0,Vertigo,3600.0
2339660,5150,Nemiga,PACT,1.0,Nuke,4200.0
2339659,5150,GamerLegion,HellRaisers,1.0,Mirage,4300.0
2339689,5152,Ground Zero,FURY,1.0,Inferno,4250.0
2339550,5151,Bad News Bears,Divine,1.0,Inferno,4400.0
2339706,5222,fakeDOSPRO,UP,1.0,Vertigo,4150.0
2339701,5222,Rysix,CPTL,3.0,Nuke,4350.0
2339701,5222,Rysix,CPTL,3.0,Dust2,3400.0
2339696,5222,Fearow,UP,1.0,Train,4100.0
2339700,5222,Rejected,fakeDOSPRO,1.0,Inferno,4450.0
2339509,5222,Neverest,UP,1.0,Vertigo,4450.0
2339507,5222,Rejected,Rysix,1.0,Nuke,4100.0
2339508,5222,CPTL,fakeDOSPRO,1.0,Dust2,3350.0
2339510,5222,Fearow,Hawks,1.0,Inferno,4200.0
2339646,5223,Copenhagen Flames,Demolition Crew,3.0,Nuke,4400.0
2339646,5223,Copenhagen Flames,Demolition Crew,3.0,Mirage,4300.0
2339687,5150,BIG,Singularity,1.0,Nuke,4450.0
2339645,5223,PACT,FATE,3.0,Overpass,4100.0
2339645,5223,PACT,FATE,3.0,Inferno,4250.0
2339639,5150,Japaleno,Nemiga,1.0,Inferno,4500.0
2339638,5150,Movistar Riders,Demolition Crew,1.0,Train,4050.0
2339637,5150,BIG,HAVU,1.0,Nuke,4450.0
2339635,5150,Sprout,Unicorns of Love,1.0,Inferno,4300.0
2339691,5170,Wisla Krakow,Copenhagen Flames,3.0,Mirage,4050.0
2339691,5170,Wisla Krakow,Copenhagen Flames,3.0,Overpass,4200.0
2339634,5150,Nordavind,Movistar Riders,1.0,Mirage,3950.0
2339403,5150,Demolition Crew,Singularity,1.0,Dust2,3700.0
2339632,5150,Nemiga,Sprout,1.0,Vertigo,4250.0
2339372,5152,AVANT,Formidable,1.0,Dust2,4250.0
2339657,5152,Skyfire,Incept,1.0,Train,4450.0
2339654,5151,Big Frames,Thunder Logic,1.0,Mirage,4300.0
2339548,5151,Chaos,Rugratz,1.0,Overpass,4050.0
2339655,5151,Swole Identity,Recon 5,1.0,Vertigo,4000.0
2339144,5182,Bravos,Keyd,2.0,Vertigo,4600.0
2339144,5182,Bravos,Keyd,2.0,Overpass,4350.0
2339647,5223,Gambit Youngsters,AGO,3.0,Dust2,4250.0
2339647,5223,Gambit Youngsters,AGO,3.0,Mirage,4400.0
2339647,5223,Gambit Youngsters,AGO,3.0,Train,4550.0
2339143,5182,W7M,Soberano,2.0,Nuke,4250.0
2339143,5182,W7M,Soberano,2.0,Dust2,4100.0
2339652,5211,SKADE,Spirit,3.0,Overpass,4250.0
2339652,5211,SKADE,Spirit,3.0,Nuke,4250.0
2339643,5223,Hard Legion,Nemiga,3.0,Overpass,3500.0
2339643,5223,Hard Legion,Nemiga,3.0,Inferno,4200.0
2339643,5223,Hard Legion,Nemiga,3.0,Dust2,4250.0
2339631,5150,Unicorns of Love,Japaleno,1.0,Inferno,4150.0
2339630,5150,pro100,Demolition Crew,1.0,Inferno,3350.0
2339623,5152,madlikewizards,Ground Zero,1.0,Overpass,4250.0
2339613,5152,TRIDENT,AVANT,1.0,Train,4250.0
2339650,5212,eUnited,Orgless,3.0,Train,4300.0
2339650,5212,eUnited,Orgless,3.0,Overpass,4000.0
2339650,5212,eUnited,Orgless,3.0,Nuke,4300.0
2339651,5213,Redemption POA,DETONA,3.0,Nuke,4200.0
2339651,5213,Redemption POA,DETONA,3.0,Vertigo,4200.0
2339651,5213,Redemption POA,DETONA,3.0,Inferno,3800.0
2339653,5212,Orgless,Swole Identity,3.0,Train,4300.0
2339653,5212,Orgless,Swole Identity,3.0,Nuke,4250.0
2339649,5213,DETONA,W7M,3.0,Train,4450.0
2339649,5213,DETONA,W7M,3.0,Nuke,4350.0
2339649,5213,DETONA,W7M,3.0,Dust2,3950.0
2339616,5212,Bad News Bears,Swole Identity,3.0,Inferno,4600.0
2339616,5212,Bad News Bears,Swole Identity,3.0,Nuke,4200.0
2339616,5212,Bad News Bears,Swole Identity,3.0,Mirage,3850.0
2339648,5211,Spirit,Gambit Youngsters,3.0,Train,4300.0
2339648,5211,Spirit,Gambit Youngsters,3.0,Mirage,4300.0
2339615,5212,Yeah,Orgless,3.0,Mirage,4250.0
2339615,5212,Yeah,Orgless,3.0,Inferno,4050.0
2339615,5212,Yeah,Orgless,3.0,Nuke,4250.0
2339626,5211,AVEZ,SKADE,3.0,Inferno,4250.0
2339626,5211,AVEZ,SKADE,3.0,Nuke,4300.0
2339626,5211,AVEZ,SKADE,3.0,Train,4300.0
2339614,5212,Chaos,eUnited,3.0,Dust2,4200.0
2339614,5212,Chaos,eUnited,3.0,Overpass,2950.0
2339109,5138,G2,OG,3.0,Inferno,4250.0
2339109,5138,G2,OG,3.0,Dust2,4650.0
2339109,5138,G2,OG,3.0,Nuke,4200.0
2339609,5213,W7M,Bravos,3.0,Overpass,4000.0
2339609,5213,W7M,Bravos,3.0,Inferno,3650.0
2339609,5213,W7M,Bravos,3.0,Dust2,4100.0
2339608,5213,Redemption POA,Isurus,3.0,Overpass,4250.0
2339608,5213,Redemption POA,Isurus,3.0,Inferno,4100.0
2339608,5213,Redemption POA,Isurus,3.0,Dust2,3800.0
2339628,5211,Winstrike,Gambit Youngsters,3.0,Overpass,4150.0
2339628,5211,Winstrike,Gambit Youngsters,3.0,Mirage,4300.0
2339628,5211,Winstrike,Gambit Youngsters,3.0,Dust2,4300.0
2339627,5211,Copenhagen Flames,Spirit,3.0,Nuke,4250.0
2339627,5211,Copenhagen Flames,Spirit,3.0,Mirage,4050.0
2339612,5213,Rysix,DETONA,3.0,Nuke,4150.0
2339612,5213,Rysix,DETONA,3.0,Vertigo,4150.0
2339108,5138,Evil Geniuses,OG,3.0,Train,4350.0
2339108,5138,Evil Geniuses,OG,3.0,Mirage,3750.0
2339108,5138,Evil Geniuses,OG,3.0,Inferno,4150.0
2339594,5211,AVEZ,Winstrike,3.0,Train,4200.0
2339594,5211,AVEZ,Winstrike,3.0,Vertigo,4200.0
2339605,5211,Spirit,GamerLegion,3.0,Mirage,4100.0
2339605,5211,Spirit,GamerLegion,3.0,Inferno,3950.0
2339595,5211,Copenhagen Flames,SKADE,3.0,Inferno,4650.0
2339595,5211,Copenhagen Flames,SKADE,3.0,Nuke,4250.0
2339606,5211,Gambit Youngsters,HAVU,3.0,Dust2,4250.0
2339606,5211,Gambit Youngsters,HAVU,3.0,Vertigo,4250.0
